network,column,source,activity,dataset,donor,disease,tissue,subtype,n_cells
PROGENy,CRSMT24|CRSwNP|Middle_turbinate|Serous_glandular,NFkB,-3.5260007342756543,GSE276503,CRSMT24,CRSwNP,Middle_turbinate,Serous_glandular,111
PROGENy,CRSMT25|CRSwNP|Middle_turbinate|Serous_glandular,NFkB,7.609328890115761,GSE276503,CRSMT25,CRSwNP,Middle_turbinate,Serous_glandular,2557
PROGENy,CRSMT26|CRSwNP|Middle_turbinate|Serous_glandular,NFkB,7.302091219982396,GSE276503,CRSMT26,CRSwNP,Middle_turbinate,Serous_glandular,2078
PROGENy,CRSMT27|CRSwNP|Middle_turbinate|Serous_glandular,NFkB,6.869789629769609,GSE276503,CRSMT27,CRSwNP,Middle_turbinate,Serous_glandular,2002
PROGENy,CRSNP31|CRSwNP|Nasal_polyp|Serous_glandular,NFkB,0.6525832318839663,GSE276503,CRSNP31,CRSwNP,Nasal_polyp,Serous_glandular,546
PROGENy,CRSNP32|CRSwNP|Nasal_polyp|Serous_glandular,NFkB,-2.1285909493978266,GSE276503,CRSNP32,CRSwNP,Nasal_polyp,Serous_glandular,436
PROGENy,CRSNP33|CRSwNP|Nasal_polyp|Serous_glandular,NFkB,-1.3251958588519837,GSE276503,CRSNP33,CRSwNP,Nasal_polyp,Serous_glandular,524
PROGENy,CRSNP34|CRSwNP|Nasal_polyp|Serous_glandular,NFkB,-3.400106108633144,GSE276503,CRSNP34,CRSwNP,Nasal_polyp,Serous_glandular,537
PROGENy,CRSNP35|CRSwNP|Nasal_polyp|Serous_glandular,NFkB,-6.731839413568962,GSE276503,CRSNP35,CRSwNP,Nasal_polyp,Serous_glandular,252
PROGENy,CRSNP36|CRSwNP|Nasal_polyp|Serous_glandular,NFkB,-7.5456742104852825,GSE276503,CRSNP36,CRSwNP,Nasal_polyp,Serous_glandular,253
PROGENy,CRSNP37|CRSwNP|Nasal_polyp|Serous_glandular,NFkB,1.012735535722285,GSE276503,CRSNP37,CRSwNP,Nasal_polyp,Serous_glandular,551
PROGENy,CRSNP38|CRSwNP|Nasal_polyp|Serous_glandular,NFkB,-0.5708571465745913,GSE276503,CRSNP38,CRSwNP,Nasal_polyp,Serous_glandular,810
PROGENy,CRSNP39|CRSwNP|Nasal_polyp|Serous_glandular,NFkB,1.2502930686714122,GSE276503,CRSNP39,CRSwNP,Nasal_polyp,Serous_glandular,113
PROGENy,CRSNP40|CRSwNP|Nasal_polyp|Serous_glandular,NFkB,-2.551311690321038,GSE276503,CRSNP40,CRSwNP,Nasal_polyp,Serous_glandular,127
PROGENy,CRSNP41|CRSwNP|Nasal_polyp|Serous_glandular,NFkB,-5.234808998096179,GSE276503,CRSNP41,CRSwNP,Nasal_polyp,Serous_glandular,497
PROGENy,CRSNP42|CRSwNP|Nasal_polyp|Serous_glandular,NFkB,-3.8876451121082156,GSE276503,CRSNP42,CRSwNP,Nasal_polyp,Serous_glandular,531
PROGENy,CRSNP43|CRSwNP|Nasal_polyp|Serous_glandular,NFkB,3.1935169885321457,GSE276503,CRSNP43,CRSwNP,Nasal_polyp,Serous_glandular,557
PROGENy,CRSNP44|CRSwNP|Nasal_polyp|Serous_glandular,NFkB,5.231555886399033,GSE276503,CRSNP44,CRSwNP,Nasal_polyp,Serous_glandular,508
PROGENy,CRSNP45|CRSwNP|Nasal_polyp|Serous_glandular,NFkB,5.325148004582735,GSE276503,CRSNP45,CRSwNP,Nasal_polyp,Serous_glandular,537
PROGENy,HCIT01|Healthy|Inferior_turbinate|Serous_glandular,PI3K,1.822904177883363,GSE276503,HCIT01,Healthy,Inferior_turbinate,Serous_glandular,2441
PROGENy,HCIT02|Healthy|Inferior_turbinate|Serous_glandular,PI3K,3.749439523575161,GSE276503,HCIT02,Healthy,Inferior_turbinate,Serous_glandular,2070
PROGENy,CRSIT12|CRSwNP|Inferior_turbinate|Serous_glandular,PI3K,-0.37685722296576235,GSE276503,CRSIT12,CRSwNP,Inferior_turbinate,Serous_glandular,1298
PROGENy,CRSIT13|CRSwNP|Inferior_turbinate|Serous_glandular,PI3K,0.19474243274104325,GSE276503,CRSIT13,CRSwNP,Inferior_turbinate,Serous_glandular,1087
PROGENy,CRSIT16|CRSwNP|Inferior_turbinate|Serous_glandular,PI3K,9.036285209792972,GSE276503,CRSIT16,CRSwNP,Inferior_turbinate,Serous_glandular,1114
PROGENy,CRSIT17|CRSwNP|Inferior_turbinate|Serous_glandular,PI3K,9.51866788306831,GSE276503,CRSIT17,CRSwNP,Inferior_turbinate,Serous_glandular,1710
PROGENy,CRSIT18|CRSwNP|Inferior_turbinate|Serous_glandular,PI3K,10.185493490770153,GSE276503,CRSIT18,CRSwNP,Inferior_turbinate,Serous_glandular,1490
PROGENy,CRSIT19|CRSwNP|Inferior_turbinate|Serous_glandular,PI3K,9.385539249184644,GSE276503,CRSIT19,CRSwNP,Inferior_turbinate,Serous_glandular,986
PROGENy,CRSMT21|CRSwNP|Middle_turbinate|Serous_glandular,PI3K,13.839121769148992,GSE276503,CRSMT21,CRSwNP,Middle_turbinate,Serous_glandular,3383
PROGENy,CRSMT23|CRSwNP|Middle_turbinate|Serous_glandular,PI3K,-1.01158808503366,GSE276503,CRSMT23,CRSwNP,Middle_turbinate,Serous_glandular,192
PROGENy,CRSMT24|CRSwNP|Middle_turbinate|Serous_glandular,PI3K,0.30994541240455964,GSE276503,CRSMT24,CRSwNP,Middle_turbinate,Serous_glandular,111
PROGENy,CRSMT25|CRSwNP|Middle_turbinate|Serous_glandular,PI3K,3.8090202521501,GSE276503,CRSMT25,CRSwNP,Middle_turbinate,Serous_glandular,2557
PROGENy,CRSMT26|CRSwNP|Middle_turbinate|Serous_glandular,PI3K,4.807034203612222,GSE276503,CRSMT26,CRSwNP,Middle_turbinate,Serous_glandular,2078
PROGENy,CRSMT27|CRSwNP|Middle_turbinate|Serous_glandular,PI3K,3.54468866855935,GSE276503,CRSMT27,CRSwNP,Middle_turbinate,Serous_glandular,2002
PROGENy,CRSNP31|CRSwNP|Nasal_polyp|Serous_glandular,PI3K,-0.9550628868106456,GSE276503,CRSNP31,CRSwNP,Nasal_polyp,Serous_glandular,546
PROGENy,CRSNP32|CRSwNP|Nasal_polyp|Serous_glandular,PI3K,-1.9383073006341087,GSE276503,CRSNP32,CRSwNP,Nasal_polyp,Serous_glandular,436
PROGENy,CRSNP33|CRSwNP|Nasal_polyp|Serous_glandular,PI3K,-8.561006424073955,GSE276503,CRSNP33,CRSwNP,Nasal_polyp,Serous_glandular,524
PROGENy,CRSNP34|CRSwNP|Nasal_polyp|Serous_glandular,PI3K,-9.801220837407339,GSE276503,CRSNP34,CRSwNP,Nasal_polyp,Serous_glandular,537
PROGENy,CRSNP35|CRSwNP|Nasal_polyp|Serous_glandular,PI3K,-6.337933970589008,GSE276503,CRSNP35,CRSwNP,Nasal_polyp,Serous_glandular,252
PROGENy,CRSNP36|CRSwNP|Nasal_polyp|Serous_glandular,PI3K,-7.113497319291843,GSE276503,CRSNP36,CRSwNP,Nasal_polyp,Serous_glandular,253
PROGENy,CRSNP37|CRSwNP|Nasal_polyp|Serous_glandular,PI3K,-3.6733826222321566,GSE276503,CRSNP37,CRSwNP,Nasal_polyp,Serous_glandular,551
PROGENy,CRSNP38|CRSwNP|Nasal_polyp|Serous_glandular,PI3K,-2.024466401050675,GSE276503,CRSNP38,CRSwNP,Nasal_polyp,Serous_glandular,810
PROGENy,CRSNP39|CRSwNP|Nasal_polyp|Serous_glandular,PI3K,-1.3276782042925341,GSE276503,CRSNP39,CRSwNP,Nasal_polyp,Serous_glandular,113
PROGENy,CRSNP40|CRSwNP|Nasal_polyp|Serous_glandular,PI3K,-2.4520063465753403,GSE276503,CRSNP40,CRSwNP,Nasal_polyp,Serous_glandular,127
PROGENy,CRSNP41|CRSwNP|Nasal_polyp|Serous_glandular,PI3K,-2.963712752938014,GSE276503,CRSNP41,CRSwNP,Nasal_polyp,Serous_glandular,497
PROGENy,CRSNP42|CRSwNP|Nasal_polyp|Serous_glandular,PI3K,-4.197899853963953,GSE276503,CRSNP42,CRSwNP,Nasal_polyp,Serous_glandular,531
PROGENy,CRSNP43|CRSwNP|Nasal_polyp|Serous_glandular,PI3K,-6.057386791070459,GSE276503,CRSNP43,CRSwNP,Nasal_polyp,Serous_glandular,557
PROGENy,CRSNP44|CRSwNP|Nasal_polyp|Serous_glandular,PI3K,-5.424929227069186,GSE276503,CRSNP44,CRSwNP,Nasal_polyp,Serous_glandular,508
PROGENy,CRSNP45|CRSwNP|Nasal_polyp|Serous_glandular,PI3K,-5.985946026892289,GSE276503,CRSNP45,CRSwNP,Nasal_polyp,Serous_glandular,537
PROGENy,HCIT01|Healthy|Inferior_turbinate|Serous_glandular,TGFb,-2.4594314300844475,GSE276503,HCIT01,Healthy,Inferior_turbinate,Serous_glandular,2441
PROGENy,HCIT02|Healthy|Inferior_turbinate|Serous_glandular,TGFb,-3.9411813549167682,GSE276503,HCIT02,Healthy,Inferior_turbinate,Serous_glandular,2070
PROGENy,CRSIT12|CRSwNP|Inferior_turbinate|Serous_glandular,TGFb,-1.106456029123858,GSE276503,CRSIT12,CRSwNP,Inferior_turbinate,Serous_glandular,1298
PROGENy,CRSIT13|CRSwNP|Inferior_turbinate|Serous_glandular,TGFb,-2.0439136319011393,GSE276503,CRSIT13,CRSwNP,Inferior_turbinate,Serous_glandular,1087
PROGENy,CRSIT16|CRSwNP|Inferior_turbinate|Serous_glandular,TGFb,-5.724143683993308,GSE276503,CRSIT16,CRSwNP,Inferior_turbinate,Serous_glandular,1114
PROGENy,CRSIT17|CRSwNP|Inferior_turbinate|Serous_glandular,TGFb,2.784319602921077,GSE276503,CRSIT17,CRSwNP,Inferior_turbinate,Serous_glandular,1710
PROGENy,CRSIT18|CRSwNP|Inferior_turbinate|Serous_glandular,TGFb,1.8276780572187794,GSE276503,CRSIT18,CRSwNP,Inferior_turbinate,Serous_glandular,1490
PROGENy,CRSIT19|CRSwNP|Inferior_turbinate|Serous_glandular,TGFb,1.8429772413853316,GSE276503,CRSIT19,CRSwNP,Inferior_turbinate,Serous_glandular,986
PROGENy,CRSMT21|CRSwNP|Middle_turbinate|Serous_glandular,TGFb,-7.613615125056322,GSE276503,CRSMT21,CRSwNP,Middle_turbinate,Serous_glandular,3383
PROGENy,CRSMT23|CRSwNP|Middle_turbinate|Serous_glandular,TGFb,0.8618989172538895,GSE276503,CRSMT23,CRSwNP,Middle_turbinate,Serous_glandular,192
PROGENy,CRSMT24|CRSwNP|Middle_turbinate|Serous_glandular,TGFb,2.232372293457124,GSE276503,CRSMT24,CRSwNP,Middle_turbinate,Serous_glandular,111
PROGENy,CRSMT25|CRSwNP|Middle_turbinate|Serous_glandular,TGFb,4.185779798782332,GSE276503,CRSMT25,CRSwNP,Middle_turbinate,Serous_glandular,2557
PROGENy,CRSMT26|CRSwNP|Middle_turbinate|Serous_glandular,TGFb,4.046350570537627,GSE276503,CRSMT26,CRSwNP,Middle_turbinate,Serous_glandular,2078
PROGENy,CRSMT27|CRSwNP|Middle_turbinate|Serous_glandular,TGFb,3.9214793245726667,GSE276503,CRSMT27,CRSwNP,Middle_turbinate,Serous_glandular,2002
PROGENy,CRSNP31|CRSwNP|Nasal_polyp|Serous_glandular,TGFb,1.1946539207659626,GSE276503,CRSNP31,CRSwNP,Nasal_polyp,Serous_glandular,546
PROGENy,CRSNP32|CRSwNP|Nasal_polyp|Serous_glandular,TGFb,-1.6225166494038157,GSE276503,CRSNP32,CRSwNP,Nasal_polyp,Serous_glandular,436
PROGENy,CRSNP33|CRSwNP|Nasal_polyp|Serous_glandular,TGFb,0.05252898076714362,GSE276503,CRSNP33,CRSwNP,Nasal_polyp,Serous_glandular,524
PROGENy,CRSNP34|CRSwNP|Nasal_polyp|Serous_glandular,TGFb,0.2264437905040625,GSE276503,CRSNP34,CRSwNP,Nasal_polyp,Serous_glandular,537
PROGENy,CRSNP35|CRSwNP|Nasal_polyp|Serous_glandular,TGFb,0.5069999380924327,GSE276503,CRSNP35,CRSwNP,Nasal_polyp,Serous_glandular,252
PROGENy,CRSNP36|CRSwNP|Nasal_polyp|Serous_glandular,TGFb,1.0132760115353248,GSE276503,CRSNP36,CRSwNP,Nasal_polyp,Serous_glandular,253
PROGENy,CRSNP37|CRSwNP|Nasal_polyp|Serous_glandular,TGFb,0.07112127958245991,GSE276503,CRSNP37,CRSwNP,Nasal_polyp,Serous_glandular,551
PROGENy,CRSNP38|CRSwNP|Nasal_polyp|Serous_glandular,TGFb,-1.6650914774931618,GSE276503,CRSNP38,CRSwNP,Nasal_polyp,Serous_glandular,810
PROGENy,CRSNP39|CRSwNP|Nasal_polyp|Serous_glandular,TGFb,-0.6386205380070807,GSE276503,CRSNP39,CRSwNP,Nasal_polyp,Serous_glandular,113
PROGENy,CRSNP40|CRSwNP|Nasal_polyp|Serous_glandular,TGFb,0.9809144519378441,GSE276503,CRSNP40,CRSwNP,Nasal_polyp,Serous_glandular,127
PROGENy,CRSNP41|CRSwNP|Nasal_polyp|Serous_glandular,TGFb,-1.1268030488912821,GSE276503,CRSNP41,CRSwNP,Nasal_polyp,Serous_glandular,497
PROGENy,CRSNP42|CRSwNP|Nasal_polyp|Serous_glandular,TGFb,-1.707472846285231,GSE276503,CRSNP42,CRSwNP,Nasal_polyp,Serous_glandular,531
PROGENy,CRSNP43|CRSwNP|Nasal_polyp|Serous_glandular,TGFb,0.38056215397004217,GSE276503,CRSNP43,CRSwNP,Nasal_polyp,Serous_glandular,557
PROGENy,CRSNP44|CRSwNP|Nasal_polyp|Serous_glandular,TGFb,2.3083049565977327,GSE276503,CRSNP44,CRSwNP,Nasal_polyp,Serous_glandular,508
PROGENy,CRSNP45|CRSwNP|Nasal_polyp|Serous_glandular,TGFb,1.2115845252745903,GSE276503,CRSNP45,CRSwNP,Nasal_polyp,Serous_glandular,537
PROGENy,HCIT01|Healthy|Inferior_turbinate|Serous_glandular,TNFa,-9.90335570530193,GSE276503,HCIT01,Healthy,Inferior_turbinate,Serous_glandular,2441
PROGENy,HCIT02|Healthy|Inferior_turbinate|Serous_glandular,TNFa,-10.495631476611036,GSE276503,HCIT02,Healthy,Inferior_turbinate,Serous_glandular,2070
PROGENy,CRSIT12|CRSwNP|Inferior_turbinate|Serous_glandular,TNFa,-0.21960894544467396,GSE276503,CRSIT12,CRSwNP,Inferior_turbinate,Serous_glandular,1298
PROGENy,CRSIT13|CRSwNP|Inferior_turbinate|Serous_glandular,TNFa,-3.406674395504704,GSE276503,CRSIT13,CRSwNP,Inferior_turbinate,Serous_glandular,1087
PROGENy,CRSIT16|CRSwNP|Inferior_turbinate|Serous_glandular,TNFa,-2.033094434173777,GSE276503,CRSIT16,CRSwNP,Inferior_turbinate,Serous_glandular,1114
PROGENy,CRSIT17|CRSwNP|Inferior_turbinate|Serous_glandular,TNFa,9.600576332833581,GSE276503,CRSIT17,CRSwNP,Inferior_turbinate,Serous_glandular,1710
PROGENy,CRSIT18|CRSwNP|Inferior_turbinate|Serous_glandular,TNFa,8.830916600841507,GSE276503,CRSIT18,CRSwNP,Inferior_turbinate,Serous_glandular,1490
PROGENy,CRSIT19|CRSwNP|Inferior_turbinate|Serous_glandular,TNFa,10.054383003572255,GSE276503,CRSIT19,CRSwNP,Inferior_turbinate,Serous_glandular,986
PROGENy,CRSMT21|CRSwNP|Middle_turbinate|Serous_glandular,TNFa,-6.797626967407979,GSE276503,CRSMT21,CRSwNP,Middle_turbinate,Serous_glandular,3383
PROGENy,CRSMT23|CRSwNP|Middle_turbinate|Serous_glandular,TNFa,-1.474786268576207,GSE276503,CRSMT23,CRSwNP,Middle_turbinate,Serous_glandular,192
PROGENy,CRSMT24|CRSwNP|Middle_turbinate|Serous_glandular,TNFa,-2.0955811536292384,GSE276503,CRSMT24,CRSwNP,Middle_turbinate,Serous_glandular,111
PROGENy,CRSMT25|CRSwNP|Middle_turbinate|Serous_glandular,TNFa,5.44940150230066,GSE276503,CRSMT25,CRSwNP,Middle_turbinate,Serous_glandular,2557
PROGENy,CRSMT26|CRSwNP|Middle_turbinate|Serous_glandular,TNFa,5.340995531499155,GSE276503,CRSMT26,CRSwNP,Middle_turbinate,Serous_glandular,2078
PROGENy,CRSMT27|CRSwNP|Middle_turbinate|Serous_glandular,TNFa,4.930702072855919,GSE276503,CRSMT27,CRSwNP,Middle_turbinate,Serous_glandular,2002
PROGENy,CRSNP31|CRSwNP|Nasal_polyp|Serous_glandular,TNFa,0.7433969923802777,GSE276503,CRSNP31,CRSwNP,Nasal_polyp,Serous_glandular,546
PROGENy,CRSNP32|CRSwNP|Nasal_polyp|Serous_glandular,TNFa,-0.9083221849478218,GSE276503,CRSNP32,CRSwNP,Nasal_polyp,Serous_glandular,436
PROGENy,CRSNP33|CRSwNP|Nasal_polyp|Serous_glandular,TNFa,-0.4373733622569849,GSE276503,CRSNP33,CRSwNP,Nasal_polyp,Serous_glandular,524
PROGENy,CRSNP34|CRSwNP|Nasal_polyp|Serous_glandular,TNFa,-2.880634977003558,GSE276503,CRSNP34,CRSwNP,Nasal_polyp,Serous_glandular,537
PROGENy,CRSNP35|CRSwNP|Nasal_polyp|Serous_glandular,TNFa,-4.96899630677466,GSE276503,CRSNP35,CRSwNP,Nasal_polyp,Serous_glandular,252
PROGENy,CRSNP36|CRSwNP|Nasal_polyp|Serous_glandular,TNFa,-6.166003507594581,GSE276503,CRSNP36,CRSwNP,Nasal_polyp,Serous_glandular,253
PROGENy,CRSNP37|CRSwNP|Nasal_polyp|Serous_glandular,TNFa,1.3658807156146549,GSE276503,CRSNP37,CRSwNP,Nasal_polyp,Serous_glandular,551
PROGENy,CRSNP38|CRSwNP|Nasal_polyp|Serous_glandular,TNFa,0.08683058405860264,GSE276503,CRSNP38,CRSwNP,Nasal_polyp,Serous_glandular,810
PROGENy,CRSNP39|CRSwNP|Nasal_polyp|Serous_glandular,TNFa,1.4067099604994389,GSE276503,CRSNP39,CRSwNP,Nasal_polyp,Serous_glandular,113
PROGENy,CRSNP40|CRSwNP|Nasal_polyp|Serous_glandular,TNFa,-1.5219827551523446,GSE276503,CRSNP40,CRSwNP,Nasal_polyp,Serous_glandular,127
PROGENy,CRSNP41|CRSwNP|Nasal_polyp|Serous_glandular,TNFa,-4.360209463966967,GSE276503,CRSNP41,CRSwNP,Nasal_polyp,Serous_glandular,497
PROGENy,CRSNP42|CRSwNP|Nasal_polyp|Serous_glandular,TNFa,-3.5234190255035007,GSE276503,CRSNP42,CRSwNP,Nasal_polyp,Serous_glandular,531
PROGENy,CRSNP43|CRSwNP|Nasal_polyp|Serous_glandular,TNFa,3.3343508694802195,GSE276503,CRSNP43,CRSwNP,Nasal_polyp,Serous_glandular,557
PROGENy,CRSNP44|CRSwNP|Nasal_polyp|Serous_glandular,TNFa,4.866479648347158,GSE276503,CRSNP44,CRSwNP,Nasal_polyp,Serous_glandular,508
PROGENy,CRSNP45|CRSwNP|Nasal_polyp|Serous_glandular,TNFa,5.182677115566535,GSE276503,CRSNP45,CRSwNP,Nasal_polyp,Serous_glandular,537
PROGENy,HCIT01|Healthy|Inferior_turbinate|Serous_glandular,Trail,0.9802212353431585,GSE276503,HCIT01,Healthy,Inferior_turbinate,Serous_glandular,2441
PROGENy,HCIT02|Healthy|Inferior_turbinate|Serous_glandular,Trail,1.5212315327485346,GSE276503,HCIT02,Healthy,Inferior_turbinate,Serous_glandular,2070
PROGENy,CRSIT12|CRSwNP|Inferior_turbinate|Serous_glandular,Trail,-0.4568989901463756,GSE276503,CRSIT12,CRSwNP,Inferior_turbinate,Serous_glandular,1298
PROGENy,CRSIT13|CRSwNP|Inferior_turbinate|Serous_glandular,Trail,1.3362257756273936,GSE276503,CRSIT13,CRSwNP,Inferior_turbinate,Serous_glandular,1087
PROGENy,CRSIT16|CRSwNP|Inferior_turbinate|Serous_glandular,Trail,1.9158445017544725,GSE276503,CRSIT16,CRSwNP,Inferior_turbinate,Serous_glandular,1114
PROGENy,CRSIT17|CRSwNP|Inferior_turbinate|Serous_glandular,Trail,-0.7733003184809439,GSE276503,CRSIT17,CRSwNP,Inferior_turbinate,Serous_glandular,1710
PROGENy,CRSIT18|CRSwNP|Inferior_turbinate|Serous_glandular,Trail,-1.1129282379326912,GSE276503,CRSIT18,CRSwNP,Inferior_turbinate,Serous_glandular,1490
PROGENy,CRSIT19|CRSwNP|Inferior_turbinate|Serous_glandular,Trail,-1.5054616639042302,GSE276503,CRSIT19,CRSwNP,Inferior_turbinate,Serous_glandular,986
PROGENy,CRSMT21|CRSwNP|Middle_turbinate|Serous_glandular,Trail,1.7842749121536,GSE276503,CRSMT21,CRSwNP,Middle_turbinate,Serous_glandular,3383
PROGENy,CRSMT23|CRSwNP|Middle_turbinate|Serous_glandular,Trail,1.3725146766923468,GSE276503,CRSMT23,CRSwNP,Middle_turbinate,Serous_glandular,192
PROGENy,CRSMT24|CRSwNP|Middle_turbinate|Serous_glandular,Trail,-0.09428816065274404,GSE276503,CRSMT24,CRSwNP,Middle_turbinate,Serous_glandular,111
PROGENy,CRSMT25|CRSwNP|Middle_turbinate|Serous_glandular,Trail,0.8157081560122901,GSE276503,CRSMT25,CRSwNP,Middle_turbinate,Serous_glandular,2557
PROGENy,CRSMT26|CRSwNP|Middle_turbinate|Serous_glandular,Trail,0.1252306315990109,GSE276503,CRSMT26,CRSwNP,Middle_turbinate,Serous_glandular,2078
PROGENy,CRSMT27|CRSwNP|Middle_turbinate|Serous_glandular,Trail,0.15012218515152612,GSE276503,CRSMT27,CRSwNP,Middle_turbinate,Serous_glandular,2002
PROGENy,CRSNP31|CRSwNP|Nasal_polyp|Serous_glandular,Trail,1.4439079778250716,GSE276503,CRSNP31,CRSwNP,Nasal_polyp,Serous_glandular,546
PROGENy,CRSNP32|CRSwNP|Nasal_polyp|Serous_glandular,Trail,-0.35076845979254523,GSE276503,CRSNP32,CRSwNP,Nasal_polyp,Serous_glandular,436
PROGENy,CRSNP33|CRSwNP|Nasal_polyp|Serous_glandular,Trail,-1.683516446339862,GSE276503,CRSNP33,CRSwNP,Nasal_polyp,Serous_glandular,524
PROGENy,CRSNP34|CRSwNP|Nasal_polyp|Serous_glandular,Trail,-2.551121875082879,GSE276503,CRSNP34,CRSwNP,Nasal_polyp,Serous_glandular,537
PROGENy,CRSNP35|CRSwNP|Nasal_polyp|Serous_glandular,Trail,-0.5777974260520904,GSE276503,CRSNP35,CRSwNP,Nasal_polyp,Serous_glandular,252
PROGENy,CRSNP36|CRSwNP|Nasal_polyp|Serous_glandular,Trail,-1.0921985293557255,GSE276503,CRSNP36,CRSwNP,Nasal_polyp,Serous_glandular,253
PROGENy,CRSNP37|CRSwNP|Nasal_polyp|Serous_glandular,Trail,-1.7595018570047167,GSE276503,CRSNP37,CRSwNP,Nasal_polyp,Serous_glandular,551
PROGENy,CRSNP38|CRSwNP|Nasal_polyp|Serous_glandular,Trail,-1.874375788291181,GSE276503,CRSNP38,CRSwNP,Nasal_polyp,Serous_glandular,810
PROGENy,CRSNP39|CRSwNP|Nasal_polyp|Serous_glandular,Trail,-0.09054024189782724,GSE276503,CRSNP39,CRSwNP,Nasal_polyp,Serous_glandular,113
PROGENy,CRSNP40|CRSwNP|Nasal_polyp|Serous_glandular,Trail,-0.3361557191680432,GSE276503,CRSNP40,CRSwNP,Nasal_polyp,Serous_glandular,127
PROGENy,CRSNP41|CRSwNP|Nasal_polyp|Serous_glandular,Trail,0.4014774269162295,GSE276503,CRSNP41,CRSwNP,Nasal_polyp,Serous_glandular,497
PROGENy,CRSNP42|CRSwNP|Nasal_polyp|Serous_glandular,Trail,1.4794539201641241,GSE276503,CRSNP42,CRSwNP,Nasal_polyp,Serous_glandular,531
PROGENy,CRSNP43|CRSwNP|Nasal_polyp|Serous_glandular,Trail,1.6917925682209096,GSE276503,CRSNP43,CRSwNP,Nasal_polyp,Serous_glandular,557
PROGENy,CRSNP44|CRSwNP|Nasal_polyp|Serous_glandular,Trail,-0.7349474276800226,GSE276503,CRSNP44,CRSwNP,Nasal_polyp,Serous_glandular,508
PROGENy,CRSNP45|CRSwNP|Nasal_polyp|Serous_glandular,Trail,-0.024204358426750144,GSE276503,CRSNP45,CRSwNP,Nasal_polyp,Serous_glandular,537
PROGENy,HCIT01|Healthy|Inferior_turbinate|Serous_glandular,VEGF,-2.283483490448226,GSE276503,HCIT01,Healthy,Inferior_turbinate,Serous_glandular,2441
PROGENy,HCIT02|Healthy|Inferior_turbinate|Serous_glandular,VEGF,-3.018360060392778,GSE276503,HCIT02,Healthy,Inferior_turbinate,Serous_glandular,2070
PROGENy,CRSIT12|CRSwNP|Inferior_turbinate|Serous_glandular,VEGF,0.8074217231008407,GSE276503,CRSIT12,CRSwNP,Inferior_turbinate,Serous_glandular,1298
PROGENy,CRSIT13|CRSwNP|Inferior_turbinate|Serous_glandular,VEGF,-1.7979291508169246,GSE276503,CRSIT13,CRSwNP,Inferior_turbinate,Serous_glandular,1087
PROGENy,CRSIT16|CRSwNP|Inferior_turbinate|Serous_glandular,VEGF,-0.21932280052314504,GSE276503,CRSIT16,CRSwNP,Inferior_turbinate,Serous_glandular,1114
PROGENy,CRSIT17|CRSwNP|Inferior_turbinate|Serous_glandular,VEGF,2.2769636927102064,GSE276503,CRSIT17,CRSwNP,Inferior_turbinate,Serous_glandular,1710
PROGENy,CRSIT18|CRSwNP|Inferior_turbinate|Serous_glandular,VEGF,2.35191755283605,GSE276503,CRSIT18,CRSwNP,Inferior_turbinate,Serous_glandular,1490
PROGENy,CRSIT19|CRSwNP|Inferior_turbinate|Serous_glandular,VEGF,3.340877837308012,GSE276503,CRSIT19,CRSwNP,Inferior_turbinate,Serous_glandular,986
PROGENy,CRSMT21|CRSwNP|Middle_turbinate|Serous_glandular,VEGF,-1.7542970300155218,GSE276503,CRSMT21,CRSwNP,Middle_turbinate,Serous_glandular,3383
PROGENy,CRSMT23|CRSwNP|Middle_turbinate|Serous_glandular,VEGF,-2.365630223418664,GSE276503,CRSMT23,CRSwNP,Middle_turbinate,Serous_glandular,192
PROGENy,CRSMT24|CRSwNP|Middle_turbinate|Serous_glandular,VEGF,-1.8988917849256994,GSE276503,CRSMT24,CRSwNP,Middle_turbinate,Serous_glandular,111
PROGENy,CRSMT25|CRSwNP|Middle_turbinate|Serous_glandular,VEGF,0.9706342769458027,GSE276503,CRSMT25,CRSwNP,Middle_turbinate,Serous_glandular,2557
PROGENy,CRSMT26|CRSwNP|Middle_turbinate|Serous_glandular,VEGF,2.378873489714493,GSE276503,CRSMT26,CRSwNP,Middle_turbinate,Serous_glandular,2078
PROGENy,CRSMT27|CRSwNP|Middle_turbinate|Serous_glandular,VEGF,1.5138001040050837,GSE276503,CRSMT27,CRSwNP,Middle_turbinate,Serous_glandular,2002
PROGENy,CRSNP31|CRSwNP|Nasal_polyp|Serous_glandular,VEGF,-1.5550098007744857,GSE276503,CRSNP31,CRSwNP,Nasal_polyp,Serous_glandular,546
PROGENy,CRSNP32|CRSwNP|Nasal_polyp|Serous_glandular,VEGF,-1.05107738284005,GSE276503,CRSNP32,CRSwNP,Nasal_polyp,Serous_glandular,436
PROGENy,CRSNP33|CRSwNP|Nasal_polyp|Serous_glandular,VEGF,0.10363266910614974,GSE276503,CRSNP33,CRSwNP,Nasal_polyp,Serous_glandular,524
PROGENy,CRSNP34|CRSwNP|Nasal_polyp|Serous_glandular,VEGF,-0.00909034967809108,GSE276503,CRSNP34,CRSwNP,Nasal_polyp,Serous_glandular,537
PROGENy,CRSNP35|CRSwNP|Nasal_polyp|Serous_glandular,VEGF,0.6630485129569509,GSE276503,CRSNP35,CRSwNP,Nasal_polyp,Serous_glandular,252
