paired_top_ranked_percentage,external_top_ranked_percentage,direction,overlap_p_value,minus_log10_p,p_value_underflow
5.846552282292,44.305600517967,Concordant decreases,1.0503326937818599e-53,52.9786731159891,False
5.846552282292,45.7300097118809,Concordant decreases,1.1779161153302017e-50,49.9288856364983,False
5.846552282292,47.1544189057948,Concordant decreases,4.145119313956367e-49,48.3824629641132,False
5.846552282292,48.5788280997086,Concordant decreases,3.398431611493968e-47,46.4687214652002,False
5.846552282292,49.9967627063775,Concordant decreases,3.4135334511157754e-47,46.4667958368979,False
7.27096147620589,2.99773389446423,Concordant decreases,1.1094082930242075e-87,86.9549085920166,False
7.27096147620589,4.42214308837812,Concordant decreases,4.074774035306373e-94,93.3898964698542,False
7.27096147620589,5.846552282292,Concordant decreases,2.1457725513750586e-98,97.6684163144846,False
7.27096147620589,7.27096147620589,Concordant decreases,1.8117710409805772e-94,93.7418966863068,False
7.27096147620589,8.69537067011978,Concordant decreases,3.345288984578223e-96,95.4755663595145,False
7.27096147620589,10.1197798640337,Concordant decreases,9.003631049631425e-95,94.0455823098057,False
7.27096147620589,11.5441890579476,Concordant decreases,1.0876160552924908e-91,90.9635243900203,False
7.27096147620589,12.9685982518614,Concordant decreases,2.2102567246694844e-93,92.6555572794226,False
7.27096147620589,14.3930074457753,Concordant decreases,8.348357076581184e-92,91.0783989835318,False
7.27096147620589,15.8174166396892,Concordant decreases,1.2087126500474206e-92,91.917676932664,False
7.27096147620589,17.2418258336031,Concordant decreases,7.083399226911118e-91,90.1497582802744,False
7.27096147620589,18.666235027517,Concordant decreases,4.203775580841149e-93,92.3763604768978,False
7.27096147620589,20.0906442214309,Concordant decreases,6.223298844257252e-91,90.2059793435928,False
7.27096147620589,21.5150534153448,Concordant decreases,1.9180057879873266e-87,86.7171500865881,False
7.27096147620589,22.9394626092587,Concordant decreases,8.348597112289688e-89,88.0783864966815,False
7.27096147620589,24.3638718031725,Concordant decreases,7.613374049658642e-90,89.1184228325327,False
7.27096147620589,25.7882809970864,Concordant decreases,6.87175878675349e-83,82.1629320935628,False
7.27096147620589,27.2126901910003,Concordant decreases,2.330148269530208e-84,83.6326164435276,False
7.27096147620589,28.6370993849142,Concordant decreases,1.0355229844064615e-80,79.9848402570891,False
7.27096147620589,30.0615085788281,Concordant decreases,7.349727208844345e-78,77.1337287798127,False
7.27096147620589,31.485917772742,Concordant decreases,9.692077494159763e-75,74.0135831220674,False
7.27096147620589,32.9103269666559,Concordant decreases,8.121195275422639e-74,73.0903800467049,False
7.27096147620589,34.3347361605698,Concordant decreases,4.3452898446628234e-71,70.3619812494249,False
7.27096147620589,35.7591453544836,Concordant decreases,2.111005326064397e-73,72.6755106709664,False
7.27096147620589,37.1835545483975,Concordant decreases,1.5350320957038232e-68,67.8138825395084,False
7.27096147620589,38.6079637423114,Concordant decreases,2.7550996737930295e-66,65.5598626846542,False
7.27096147620589,40.0323729362253,Concordant decreases,1.0253280096413443e-63,62.9891371785214,False
