source,target,cor_discovery,cor_validation,is_consensus,consensus_weight
CHRM1,SMAD9,0.6215883082110645,0.5215487839233464,True,0.569375645991687
CHRM1,ARHGEF37,0.6889289969515872,0.570055670563783,True,0.6266800470160762
CHRM1,DLK1,0.677789866130804,0.5485192810369323,True,0.6097383127737565
CHRM1,CRISP2,0.606162243725032,0.7787099173744919,True,0.687040428742484
CHRM1,PLA2R1,0.633992247979379,0.7110636522177413,True,0.6714229988062318
CHRM1,EPHA7,0.669403305125235,0.6565787241684372,True,0.6629600048519231
CHRM1,AIF1L,0.720180550817421,0.38844916114983485,True,0.5289173194757884
CHRM1,ABCA3,0.6613654503457745,0.5007723544464405,True,0.5754941648002906
CHRM1,SOX9,0.5680766938129729,0.7269199822395688,True,0.6426089792223878
CHRM1,FBP1,0.6754803591506027,0.7264244101599292,True,0.7004894156734944
CHRM1,CADPS2,0.6405232581242676,0.4889229460582634,True,0.5596128289996168
CHRM1,SNPH,0.6196674660953795,0.5726617511040255,True,0.5957011467475738
CHRM1,GPD1,0.7563875523611591,0.3828033930527442,True,0.5380963868181163
CHRM1,RAPGEF3,0.7103944177497024,0.3177918770914855,True,0.4751395326553988
CHRM1,STATH,0.8476237436836158,0.30907432103436583,True,0.5118385810698729
CHRM1,ALDH9A1,0.5899509635522283,0.593494365143212,True,0.5917200119812207
CHRM1,CHPT1,0.6434528534394509,0.3753603586044928,True,0.4914536537783766
CHRM1,IRX2,0.5688796504581207,0.6306162814189505,True,0.5989530613886304
CHRM1,C3orf70,0.661468306019311,0.6377500612469218,True,0.6495009258474642
CHRM1,DTNB,0.7199270234941876,0.42233326573905633,True,0.5514065024336389
CHRM1,MAPT,0.6289570790191594,0.4020599562484391,True,0.5028702175239546
CHRM1,GLYATL2,0.5695225708759247,0.6784187621961152,True,0.6215905385190432
CHRM1,ALDH1L2,0.6354583452796777,0.5232502796319627,True,0.5766313873368806
CHRM1,TMED3,0.6904417168233294,0.3439196376888029,True,0.48729504932342016
CHRM1,ADGRG6,0.6933526908769646,0.5635295604398575,True,0.6250797846032843
CHRM1,TRIL,0.6680024692374142,0.7428695983716923,True,0.7044421381729635
CHRM1,FREM3,0.5754069368626713,0.44788122866905783,True,0.5076553613099661
CHRM1,ANO5,0.6362447813346032,0.5471583736560167,True,0.5900225926201211
CHRM1,TTYH1,0.6292977276628402,0.5612183064443932,True,0.594283943051
CHRM1,ST3GAL1,0.6258851807283297,0.4439774102011494,True,0.5271421834980029
CHRM1,FAM171B,0.5063115162687787,0.4552673288057136,False,
CHRM1,CEP85L,0.6109779133749174,0.5648227171470097,True,0.587447193498472
CHRM1,ITGA6,0.6139378566758047,0.5912642164225784,True,0.6024943864963199
CHRM1,XBP1,0.5860849387128465,0.33743267519575104,True,0.44470687959802646
CHRM1,SOX8,0.6431530984150253,0.7853876847838573,True,0.7107211288021069
CHRM1,NPY5R,0.6121975409789683,0.5907965661485577,True,0.6014018664877633
CHRM1,SLC43A1,0.6004187855120856,0.5528712809732158,True,0.5761547561779294
CHRM1,NPY1R,0.6237061548544796,0.4141331220365999,True,0.5082296500041381
CHRM1,SH3BP4,0.6821656524598156,0.22316659639210634,False,
CHRM1,GP2,0.7485107658818064,0.06650202980989685,False,
CHRM1,MYBPC1,0.7294643939995249,0.2121176675474621,False,
CHRM1,PTH2R,0.6440030553099431,0.42452599659238244,True,0.522872870652124
CHRM1,SLC37A2,0.6036328682466766,0.28447282861563883,False,
CHRM1,CHI3L2,0.7075824762710771,0.04768648820544715,False,
CHRM1,TECPR1,0.5949610089545184,0.6478691110191901,True,0.6208517213976653
CHRM1,DAPK1,0.5868258652912075,0.5732378269748227,True,0.5799920549733003
CHRM1,TBCD,0.6255117308781681,0.4395606550285059,True,0.5243570788621262
CHRM1,CHDH,0.6502689398365027,0.5188888955551031,True,0.580876348292432
CHRM1,DUSP6,0.556515023952178,0.38565560271305027,True,0.46327436469239786
CHRM1,ID2,0.5240998714382091,0.5432668135545451,False,
CHRM1,RDH11,0.6960364546594258,0.28741849872869246,False,
CHRM1,LDLRAD3,0.5806273810650672,0.5136671259969721,True,0.5461219626666206
CHRM1,ITPR2,0.461127909001467,0.5658727031515108,False,
CHRM1,SMPDL3B,0.5466366036084803,0.2733349246670123,False,
CHRM1,ACVR1C,0.6190038255392305,0.7938336869634239,True,0.7009893644501829
CHRM1,LONRF3,0.6085710890207285,0.47621728235888666,True,0.5383419639370866
